آباد	AJ$آباد+POS
زناری	AJ$ناری+PREP POS
زناریش	AJ$ناری+PREP POS PRO3SG
زناریم	AJ$ناری+PREP POS COP1SG#PREP POS PRO1SG
زناز	AJ$ناز+PREP POS
زنازش	AJ$ناز+PREP POS PRO3SG
زناسک	AJ$ناسک+PREP POS
زنانه	AJ$زنانه+POS
زنانه‌ست	AJ$زنانه+POS COP3SG
زناکار	AJ$ناکار+PREP POS
زنبوری	AJ$زنبوری+POS
زنبوریست	AJ$زنبوری+POS COP3SG
زنبوریم	AJ$زنبوری+POS PRO1SG#POS COP1SG
زنبوریی	AJ$زنبوری+POS EZ#POS COP2SG
زنجیری	AJ$زنجیری+POS
زنجیریست	AJ$زنجیری+POS COP3SG
زنجیریی	AJ$زنجیری+POS EZ#POS COP2SG
زنخی	AJ$نخی+PREP POS
زنخیست	AJ$نخی+PREP POS COP3SG
زند	AJ$+PREP POS COP3PL*زند+POS
زندانی	AJ$زندانی+POS
زندانیست	AJ$زندانی+POS COP3SG
زندانیستی	AJ$زندانی+POS COP2SG
زندانیم	AJ$زندانی+POS PRO1SG#POS COP1SG
زندانیند	AJ$زندانی+POS COP3PL
زندانیی	AJ$زندانی+POS EZ#POS COP2SG
زندانییم	AJ$زندانی+POS PRO1SG#POS COP1PL
زندانی‌ای	AJ$زندانی+POS COP2SG
زندباف	AJ$زندباف+POS
زندت	AJ$زند+POS PRO2SG
زندست	AJ$زند+POS COP3SG
زندش	AJ$زند+POS PRO3SG
زندم	AJ$زند+POS PRO1SG#POS COP1SG
زنده	AJ$زنده+POS
زنده‌است	AJ$زنده+POS COP3SG
زنده‌اش	AJ$زنده+POS PRO3SG
زنده‌ام	AJ$زنده+POS PRO1SG#POS COP1SG
زنده‌امی	AJ$زنده+POS PRO1SG YEH#POS PRO1SG COP2SG
زنده‌اند	AJ$زنده+POS COP3PL
زنده‌ای	AJ$زنده+POS COP2SG
زنده‌اید	AJ$زنده+POS COP2PL
زنده‌ایم	AJ$زنده+POS COP1PL
زنده‌ت	AJ$زنده+POS PRO2SG
زنده‌تان	AJ$زنده+POS PRO2PL
زنده‌تر	AJ$زنده+COMP
زنده‌ترم	AJ$زنده+COMP COP1SG#COMP PRO1SG
زنده‌دل	AJ$زنده‌دل+POS
زنده‌دلی	AJ$زنده‌دل+POS YEH#POS COP2SG
زنده‌دلیست	AJ$زنده‌دل+POS YEH COP3SG
زنده‌ست	AJ$زنده+POS COP3SG
زنده‌ش	AJ$زنده+POS PRO3SG
زنده‌شان	AJ$زنده+POS PRO3PL
زنده‌ی	AJ$زنده+POS EZ#POS COP2SG
زندی	AJ$زند+POS YEH#POS COP2SG
زنزدیک	AJ$نزدیک+PREP POS
زننده	AJ$زننده+POS
زنهار	AJ$زنهار+POS
زنهارت	AJ$زنهار+POS PRO2SG
زنهارخوار	AJ$زنهارخوار+POS
زنهارخواری	AJ$زنهارخوار+POS YEH#POS COP2SG
زنهارخواه	AJ$زنهارخواه+POS
زنهارش	AJ$زنهار+POS PRO3SG
زنهارشان	AJ$زنهار+POS PRO3PL
زنهارم	AJ$زنهار+POS PRO1SG#POS COP1SG
زنهارند	AJ$زنهار+POS COP3PL
زنهارکه	AJ$زنهار+POS CONJ
زنهاری	AJ$زنهاری+POS*زنهار+POS YEH#POS COP2SG
زنگار	AJ$زنگار+POS
زنگارست	AJ$زنگار+POS COP3SG
زنگارش	AJ$زنگار+POS PRO3SG
زنگارشان	AJ$زنگار+POS PRO3PL
زنگاری	AJ$زنگار+POS YEH#POS COP2SG
زنگاریست	AJ$زنگار+POS YEH COP3SG
زنگباری	AJ$زنگباری+POS
زنگباریست	AJ$زنگباری+POS COP3SG
زنگی	AJ$زنگی+POS
زنگیت	AJ$زنگی+POS PRO2SG
زنگیست	AJ$زنگی+POS COP3SG
زنگیش	AJ$زنگی+POS PRO3SG
زنگیشان	AJ$زنگی+POS PRO3PL
زنگیی	AJ$زنگی+POS EZ#POS COP2SG
زنگی‌ای	AJ$زنگی+POS COP2SG
زنیک	AJ$نیک+PREP POS
زنیکی	AJ$نیک+PREP POS COP2SG#PREP POS YEH
زن‌صفت	AJ$زن‌صفت+POS
زهار	AJ$هار+PREP POS
زهارش	AJ$هار+PREP POS PRO3SG
زهاری	AJ$زهاری+POS*هار+PREP POS COP2SG#PREP POS YEH
زهدفروش	AJ$زهدفروش+POS
زهدفروشی	AJ$زهدفروش+POS YEH#POS COP2SG
زهردار	AJ$زهردار+POS
زهرناک	AJ$زهرناک+POS
زهروی	AJ$زهروی+POS*هروی+PREP POS
زهرکش	AJ$زهرکش+POS
زهری	AJ$زهری+POS
زهریست	AJ$زهری+POS COP3SG
زهریش	AJ$زهری+POS PRO3SG
زهریم	AJ$زهری+POS PRO1SG#POS COP1SG
زهری‌ست	AJ$زهری+POS COP3SG
زهشیاری	AJ$هشیار+PREP POS COP2SG#PREP POS YEH
زهی	AJ$زهی+POS
زهیست	AJ$زهی+POS COP3SG
زوا	AJ$وا+PREP POS
زواش	AJ$وا+PREP POS PRO3SG
زواید	AJ$وا+PREP POS COP2PL
زوتر	AJ$وتر+PREP POS
زوترش	AJ$وتر+PREP POS PRO3SG
زوترم	AJ$وتر+PREP POS COP1SG#PREP POS PRO1SG
زوج	AJ$زوج+POS
زوجت	AJ$زوج+POS PRO2SG
زوجند	AJ$زوج+POS COP3PL
زوجهی	AJ$وجهی+PREP POS
زود	AJ$زود+POS
زودت	AJ$زود+POS PRO2SG
زودتر	AJ$زود+COMP
زودترت	AJ$زود+COMP PRO2SG
زودترم	AJ$زود+COMP COP1SG#COMP PRO1SG
زودتری	AJ$زود+COMP COP2SG#COMP YEH
زودست	AJ$زود+POS COP3SG
زودش	AJ$زود+POS PRO3SG
زودشان	AJ$زود+POS PRO3PL
زودم	AJ$زود+POS PRO1SG#POS COP1SG
زودی	AJ$زود+POS YEH#POS COP2SG
زودیاب	AJ$زودیاب+POS
زورآور	AJ$زورآور+POS
زورآوری	AJ$زورآور+POS YEH#POS COP2SG
زورت	AJ$ورت+PREP POS
زورقی	AJ$زورقی+POS
زورمند	AJ$زورمند+POS
زورمندست	AJ$زورمند+POS COP3SG
زورمندش	AJ$زورمند+POS PRO3SG
زورمندم	AJ$زورمند+POS PRO1SG#POS COP1SG
زورمندند	AJ$زورمند+POS COP3PL
زورمندی	AJ$زورمند+POS YEH#POS COP2SG
زوزنی	AJ$وزنی+PREP POS
زویرانی	AJ$ویران+PREP POS COP2SG#PREP POS YEH
زپاکیزه	AJ$پاکیزه+PREP POS
زپستی	AJ$پست+PREP POS COP2SG#PREP POS YEH*پستی+PREP POS
زپیری	AJ$پیر+PREP POS COP2SG#PREP POS YEH
زپیش	AJ$پیش+PREP POS
زپیشت	AJ$پیش+PREP POS PRO2SG
زچنان	AJ$چنان+PREP POS
زکاتم	AJ$کاتم+PREP POS
زکار	AJ$زکار+POS
زکارش	AJ$زکار+POS PRO3SG
زکارم	AJ$زکار+POS PRO1SG#POS COP1SG
زکافور	AJ$کافور+PREP POS
زکال	AJ$کال+PREP POS
زکامی	AJ$کامی+PREP POS
زکانی	AJ$کانی+PREP POS
زکرده	AJ$کرده+PREP POS
زکسری	AJ$کسری+PREP POS
زکشت	AJ$کش+PREP POS PRO2SG
زکشی	AJ$کش+PREP POS COP2SG#PREP POS YEH
زکلش	AJ$کل+PREP POS PRO3SG
زکم	AJ$کم+PREP POS
زکمند	AJ$کم+PREP POS COP3PL
زکه	AJ$+PREP POS CONJ*که+PREP POS
زکوت	AJ$کو+PREP POS PRO2SG
زکوتست	AJ$کو+PREP POS PRO2SG COP3SG
زکوتی	AJ$کو+PREP POS PRO2SG COP2SG#PREP POS PRO2SG YEH
زکوی	AJ$کو+PREP POS EZ#PREP POS COP2SG
زکی	AJ$کی+PREP POS
زکیش	AJ$کی+PREP POS PRO3SG
زگرد	AJ$گرد+PREP POS
زگردان	AJ$گردان+PREP POS
زگردش	AJ$گرد+PREP POS PRO3SG
زگرمی	AJ$گر+PREP POS PRO1SG COP2SG#PREP POS PRO1SG YEH*گرم+PREP POS COP2SG#PREP POS YEH
زگو	AJ$گو+PREP POS
زگوش	AJ$گو+PREP POS PRO3SG
زی	AJ$+PREP POS COP2SG#PREP POS YEH
زیاد	AJ$زیاد+POS
زیادت	AJ$زیاد+POS PRO2SG
زیادتست	AJ$زیاد+POS PRO2SG COP3SG
زیادتم	AJ$زیاد+POS PRO2SG COP1SG
زیادتی	AJ$زیاد+POS PRO2SG YEH#POS PRO2SG COP2SG*زیادتی+POS
زیادتیست	AJ$زیاد+POS PRO2SG YEH COP3SG*زیادتی+POS COP3SG
زیادتیی	AJ$زیاد+POS PRO2SG YEH COP2SG*زیادتی+POS EZ#POS COP2SG
زیادست	AJ$زیاد+POS COP3SG
زیادش	AJ$زیاد+POS PRO3SG
زیادم	AJ$زیاد+POS PRO1SG#POS COP1SG
زیادی	AJ$زیاد+POS YEH#POS COP2SG*زیادی+POS
زیارتی	AJ$زیارتی+POS
زیاری	AJ$زیاری+POS
زیبا	AJ$زیبا+POS
زیبائی	AJ$زیبا+POS YEH
زیبائیست	AJ$زیبا+POS YEH COP3SG
زیبائیم	AJ$زیبا+POS YEH COP1SG
زیبات	AJ$زیبا+POS PRO2SG
زیباتر	AJ$زیبا+COMP
زیباترست	AJ$زیبا+COMP COP3SG
زیباترند	AJ$زیبا+COMP COP3PL
زیباتری	AJ$زیبا+COMP COP2SG#COMP YEH
زیبارخ	AJ$زیبارخ+POS
زیبارخی	AJ$زیبارخ+POS YEH#POS COP2SG
زیبارو	AJ$زیبارو+POS
زیباروی	AJ$زیبارو+POS EZ#POS COP2SG
زیباروییست	AJ$زیبارو+POS YEH COP3SG
زیباست	AJ$زیبا+POS COP3SG
زیباستی	AJ$زیبا+POS COP2SG
زیباش	AJ$زیبا+POS PRO3SG
زیباشان	AJ$زیبا+POS PRO3PL
زیبامرا	AJ$زیبا+POS PRO1SG POSTP
زیبای	AJ$زیبا+POS EZ#POS COP2SG
زیبایت	AJ$زیبا+POS PRO2SG
زیبایش	AJ$زیبا+POS PRO3SG
زیبایی	AJ$زیبا+POS YEH
زیباییست	AJ$زیبا+POS YEH COP3SG
زیباییی	AJ$زیبا+POS YEH COP2SG
زیبقی	AJ$زیبقی+POS
زیبنده	AJ$زیبنده+POS
زیبنده‌ام	AJ$زیبنده+POS PRO1SG#POS COP1SG
زیبنده‌تر	AJ$زیبنده+COMP
زیبنده‌تری	AJ$زیبنده+COMP COP2SG#COMP YEH
زیبنده‌ی	AJ$زیبنده+POS EZ#POS COP2SG
زیتونی	AJ$زیتونی+POS
زیتونیست	AJ$زیتونی+POS COP3SG
زید	AJ$+PREP POS COP2PL
زیر	AJ$زیر+POS
زیرا	AJ$+PREP POS YEH POSTP
زیرت	AJ$زیر+POS PRO2SG
زیرتر	AJ$زیر+COMP
زیرترند	AJ$زیر+COMP COP3PL
زیرترین	AJ$زیر+SUP
زیردست	AJ$زیردست+POS
زیردستت	AJ$زیردست+POS PRO2SG
زیردستست	AJ$زیردست+POS COP3SG
زیردستم	AJ$زیردست+POS PRO1SG#POS COP1SG
زیردستند	AJ$زیردست+POS COP3PL
زیردستی	AJ$زیردست+POS YEH#POS COP2SG
زیرست	AJ$زیر+POS COP3SG
زیرش	AJ$زیر+POS PRO3SG
زیرشان	AJ$زیر+POS PRO3PL
زیرم	AJ$زیر+POS PRO1SG#POS COP1SG
زیرند	AJ$زیر+POS COP3PL
زیرک	AJ$زیرک+POS
زیرکانه	AJ$زیرکانه+POS
زیرکتر	AJ$زیرک+COMP
زیرکتریم	AJ$زیرک+COMP COP1PL#COMP YEH COP1SG
زیرکست	AJ$زیرک+POS COP3SG
زیرکش	AJ$زیرک+POS PRO3SG
زیرکم	AJ$زیرک+POS PRO1SG#POS COP1SG
زیرکی	AJ$زیرک+POS YEH#POS COP2SG
زیرکیست	AJ$زیرک+POS YEH COP3SG
زیرک‌تر	AJ$زیرک+COMP
زیرک‌ترند	AJ$زیرک+COMP COP3PL
زیرک‌ترین	AJ$زیرک+SUP
زیری	AJ$زیر+POS YEH#POS COP2SG
زیریم	AJ$زیر+POS COP1PL#POS YEH COP1SG
زیست	AJ$+PREP POS YEH COP3SG
زیستم	AJ$+PREP POS YEH COP1SG
زیستند	AJ$+PREP POS YEH COP3PL
زیسته	AJ$زیسته+POS
زیسته‌ای	AJ$زیسته+POS COP2SG
زیستی	AJ$+PREP POS YEH COP2SG
زیم	AJ$+PREP POS COP1PL#PREP POS YEH COP1SG
زینتی	AJ$زینتی+POS
زیند	AJ$+PREP POS YEH COP3PL
زیوری	AJ$زیوری+POS
زیی	AJ$+PREP POS YEH COP2SG
زیید	AJ$+PREP POS YEH COP2PL
زییم	AJ$+PREP POS YEH COP1PL
سائل	AJ$سائل+POS
سائلست	AJ$سائل+POS COP3SG
سائلی	AJ$سائل+POS YEH#POS COP2SG
سائلیم	AJ$سائل+POS COP1PL#POS YEH COP1SG
سابح	AJ$سابح+POS
سابق	AJ$سابق+POS
سابقت	AJ$سابق+POS PRO2SG
سابقست	AJ$سابق+POS COP3SG
سابقم	AJ$سابق+POS PRO1SG#POS COP1SG
سابقه	AJ$سابقه+POS
سابقه‌ست	AJ$سابقه+POS COP3SG
سابقه‌ی	AJ$سابقه+POS EZ#POS COP2SG
سابقی	AJ$سابق+POS YEH#POS COP2SG*سابقی+POS
سابقیم	AJ$سابق+POS COP1PL#POS YEH COP1SG*سابقی+POS PRO1SG#POS COP1SG
سابق‌تر	AJ$سابق+COMP
سابق‌ترست	AJ$سابق+COMP COP3SG
ساتر	AJ$ساتر+POS
ساترست	AJ$ساتر+POS COP3SG
ساتری	AJ$ساتر+POS YEH#POS COP2SG
ساجد	AJ$ساجد+POS
ساجدت	AJ$ساجد+POS PRO2SG
ساجدست	AJ$ساجد+POS COP3SG
ساجدش	AJ$ساجد+POS PRO3SG
ساجدند	AJ$ساجد+POS COP3PL
ساجدی	AJ$ساجد+POS YEH#POS COP2SG
ساحرانه	AJ$ساحرانه+POS
ساحره	AJ$ساحره+POS
ساحره‌ی	AJ$ساحره+POS EZ#POS COP2SG
ساحلی	AJ$ساحلی+POS
ساحلیست	AJ$ساحلی+POS COP3SG
ساختنیست	AJ$ساختنی+POS COP3SG
ساخته	AJ$ساخته+POS
ساخته‌ئی	AJ$ساخته+POS YEH
ساخته‌ام	AJ$ساخته+POS PRO1SG#POS COP1SG
ساخته‌اند	AJ$ساخته+POS COP3PL
ساخته‌ای	AJ$ساخته+POS COP2SG
ساخته‌ایم	AJ$ساخته+POS COP1PL
ساخته‌تر	AJ$ساخته+COMP
ساخته‌ست	AJ$ساخته+POS COP3SG
ساخته‌ی	AJ$ساخته+POS EZ#POS COP2SG
ساختگی	AJ$ساختگی+POS
ساختگیست	AJ$ساختگی+POS COP3SG
ساده	AJ$ساده+POS
ساده‌ام	AJ$ساده+POS PRO1SG#POS COP1SG
ساده‌اند	AJ$ساده+POS COP3PL
ساده‌ای	AJ$ساده+POS COP2SG
ساده‌ایم	AJ$ساده+POS COP1PL
ساده‌تر	AJ$ساده+COMP
ساده‌زنخ	AJ$ساده‌زنخ+POS
ساده‌ست	AJ$ساده+POS COP3SG
ساده‌ی	AJ$ساده+POS EZ#POS COP2SG
سار	AJ$سار+POS
سارا	AJ$سارا+POS
ساراست	AJ$سارا+POS COP3SG
ساراستی	AJ$سارا+POS COP2SG
سارت	AJ$سار+POS PRO2SG
سارست	AJ$سار+POS COP3SG
سارش	AJ$سار+POS PRO3SG
سارم	AJ$سار+POS PRO1SG#POS COP1SG
ساری	AJ$ساری+POS*سار+POS YEH#POS COP2SG
ساریست	AJ$ساری+POS COP3SG*سار+POS YEH COP3SG
سازمند	AJ$سازمند+POS
سازمندی	AJ$سازمند+POS YEH#POS COP2SG
سازوار	AJ$سازوار+POS
سازوارش	AJ$سازوار+POS PRO3SG
سازواری	AJ$سازوار+POS YEH#POS COP2SG
سازوارید	AJ$سازوار+POS COP2PL
سازور	AJ$سازور+POS
سازگار	AJ$سازگار+POS
سازگارتر	AJ$سازگار+COMP
سازگارست	AJ$سازگار+POS COP3SG
سازگارستی	AJ$سازگار+POS COP2SG
سازگارش	AJ$سازگار+POS PRO3SG
سازگارم	AJ$سازگار+POS PRO1SG#POS COP1SG
سازگاری	AJ$سازگار+POS YEH#POS COP2SG
سازگاریست	AJ$سازگار+POS YEH COP3SG
سازگاریم	AJ$سازگار+POS COP1PL#POS YEH COP1SG
ساسانی	AJ$ساسانی+POS
ساسی	AJ$ساسی+POS
ساسیستی	AJ$ساسی+POS COP2SG
ساطع	AJ$ساطع+POS
ساطوری	AJ$ساطوری+POS
ساعتی	AJ$ساعتی+POS
ساعتیست	AJ$ساعتی+POS COP3SG
ساعتیش	AJ$ساعتی+POS PRO3SG
ساعتیشان	AJ$ساعتی+POS PRO3PL
ساعتی‌ای	AJ$ساعتی+POS COP2SG
ساعی	AJ$ساعی+POS
ساعیست	AJ$ساعی+POS COP3SG
سافل	AJ$سافل+POS
ساقط	AJ$ساقط+POS
سالار	AJ$سالار+POS
سالارت	AJ$سالار+POS PRO2SG
سالارش	AJ$سالار+POS PRO3SG
سالارشان	AJ$سالار+POS PRO3PL
سالارم	AJ$سالار+POS PRO1SG#POS COP1SG
سالاری	AJ$سالار+POS YEH#POS COP2SG
سالاریم	AJ$سالار+POS COP1PL#POS YEH COP1SG
سالب	AJ$سالب+POS
سالخورده	AJ$سالخورده+POS
سالخورده‌ام	AJ$سالخورده+POS PRO1SG#POS COP1SG
سالخورده‌ی	AJ$سالخورده+POS EZ#POS COP2SG
سالفست	AJ$سالف+POS COP3SG
سالفه	AJ$سالفه+POS
سالم	AJ$سالم+POS
سالمتست	AJ$سالم+POS PRO2SG COP3SG
سالمند	AJ$سالم+POS COP3PL*سالمند+POS
سالمی	AJ$سالم+POS YEH#POS COP2SG
سالم‌تر	AJ$سالم+COMP
سالوسانه	AJ$سالوسانه+POS
سالی	AJ$سالی+POS
سالیت	AJ$سالی+POS PRO2SG
سالیست	AJ$سالی+POS COP3SG
سالینه‌م	AJ$سالینه+POS PRO1SG#POS COP1SG
سام	AJ$سام+POS
سامانی	AJ$سامانی+POS
سامانیست	AJ$سامانی+POS COP3SG
سامانیش	AJ$سامانی+POS PRO3SG
سامانیم	AJ$سامانی+POS PRO1SG#POS COP1SG
سامست	AJ$سام+POS COP3SG
سامش	AJ$سام+POS PRO3SG
سامع	AJ$سامع+POS
سامعه	AJ$سامعه+POS
سامعه‌ی	AJ$سامعه+POS EZ#POS COP2SG
سامی	AJ$سامی+POS*سام+POS YEH#POS COP2SG
سامیش	AJ$سامی+POS PRO3SG
ساهی	AJ$ساهی+POS
ساوجیست	AJ$ساوجی+POS COP3SG
ساکب	AJ$ساکب+POS
ساکت	AJ$ساکت+POS
ساکتست	AJ$ساکت+POS COP3SG
ساکتم	AJ$ساکت+POS PRO1SG#POS COP1SG
ساکن	AJ$ساکن+POS
ساکنت	AJ$ساکن+POS PRO2SG
ساکنست	AJ$ساکن+POS COP3SG
ساکنستی	AJ$ساکن+POS COP2SG
ساکنش	AJ$ساکن+POS PRO3SG
ساکنم	AJ$ساکن+POS PRO1SG#POS COP1SG
ساکنند	AJ$ساکن+POS COP3PL
ساکنه	AJ$ساکنه+POS
ساکنی	AJ$ساکن+POS YEH#POS COP2SG
ساکنیم	AJ$ساکن+POS COP1PL#POS YEH COP1SG
ساکن‌اند	AJ$ساکن+POS COP3PL
ساکن‌تر	AJ$ساکن+COMP
ساکن‌ترین	AJ$ساکن+SUP
سایر	AJ$سایر+POS
سایرست	AJ$سایر+POS COP3SG
سایره	AJ$سایره+POS
سایری	AJ$سایر+POS YEH#POS COP2SG
سایق	AJ$سایق+POS
سایقش	AJ$سایق+POS PRO3SG
سایل	AJ$سایل+POS
سایلت	AJ$سایل+POS PRO2SG
سایلم	AJ$سایل+POS PRO1SG#POS COP1SG
سایلی	AJ$سایل+POS YEH#POS COP2SG
سایه‌دار	AJ$سایه‌دار+POS
سایه‌دارست	AJ$سایه‌دار+POS COP3SG
سایه‌نشین	AJ$سایه‌نشین+POS
سایه‌گستر	AJ$سایه‌گستر+POS
ساییده	AJ$ساییده+POS
سباتی	AJ$سباتی+POS
سباح	AJ$سباح+POS
سباحت	AJ$سباح+POS PRO2SG
سباحی	AJ$سباح+POS YEH#POS COP2SG
سباعی	AJ$سباعی+POS
سببی	AJ$سببی+POS
سببیست	AJ$سببی+POS COP3SG
سبب‌ساز	AJ$سبب‌ساز+POS
سبحان	AJ$سبحان+POS
سبحانت	AJ$سبحان+POS PRO2SG
سبحانست	AJ$سبحان+POS COP3SG
سبحانم	AJ$سبحان+POS PRO1SG#POS COP1SG
سبحانی	AJ$سبحانی+POS*سبحان+POS YEH#POS COP2SG
سبحانیی	AJ$سبحانی+POS EZ#POS COP2SG*سبحان+POS YEH COP2SG
سبدی	AJ$سبدی+POS
سبز	AJ$سبز+POS
سبزآرنگ	AJ$سبزآرنگ+POS
سبزارنگ	AJ$سبزارنگ+POS
سبزت	AJ$سبز+POS PRO2SG
سبزتر	AJ$سبز+COMP
سبزخطی	AJ$سبزخط+POS YEH#POS COP2SG
سبزست	AJ$سبز+POS COP3SG
سبزش	AJ$سبز+POS PRO3SG
سبزفام	AJ$سبزفام+POS
سبزم	AJ$سبز+POS PRO1SG#POS COP1SG
سبزند	AJ$سبز+POS COP3PL
سبزه	AJ$سبزه+POS
سبزه‌اش	AJ$سبزه+POS PRO3SG
سبزه‌ام	AJ$سبزه+POS PRO1SG#POS COP1SG
سبزه‌ای	AJ$سبزه+POS COP2SG
سبزه‌ایم	AJ$سبزه+POS COP1PL
سبزه‌تر	AJ$سبزه+COMP
سبزه‌ست	AJ$سبزه+POS COP3SG
سبزه‌ی	AJ$سبزه+POS EZ#POS COP2SG
سبزپوش	AJ$سبزپوش+POS
سبزپوشی	AJ$سبزپوش+POS YEH#POS COP2SG
سبزی	AJ$سبز+POS YEH#POS COP2SG
سبزیم	AJ$سبز+POS COP1PL#POS YEH COP1SG
سبزیی	AJ$سبز+POS YEH COP2SG
سبطی	AJ$سبطی+POS
سبطیند	AJ$سبطی+POS COP3PL
سبطیی	AJ$سبطی+POS EZ#POS COP2SG
سبع	AJ$سبع+POS
سبعی	AJ$سبع+POS YEH#POS COP2SG
سبوح	AJ$سبوح+POS
سبوحی	AJ$سبوح+POS YEH#POS COP2SG
سبک	AJ$سبک+POS
سبکبار	AJ$سبکبار+POS
سبکبارت	AJ$سبکبار+POS PRO2SG
سبکبارش	AJ$سبکبار+POS PRO3SG
سبکبارم	AJ$سبکبار+POS PRO1SG#POS COP1SG
سبکباری	AJ$سبکبار+POS YEH#POS COP2SG
سبکتر	AJ$سبک+COMP
سبکتری	AJ$سبک+COMP COP2SG#COMP YEH
سبکدست	AJ$سبکدست+POS
سبکدستی	AJ$سبکدست+POS YEH#POS COP2SG
سبکدل	AJ$سبکدل+POS
سبکروح	AJ$سبکروح+POS
سبکروحی	AJ$سبکروح+POS YEH#POS COP2SG
سبکسار	AJ$سبکسار+POS
سبکسارش	AJ$سبکسار+POS PRO3SG
سبکساری	AJ$سبکسار+POS YEH#POS COP2SG
سبکساریست	AJ$سبکسار+POS YEH COP3SG
سبکساریم	AJ$سبکسار+POS COP1PL#POS YEH COP1SG
سبکست	AJ$سبک+POS COP3SG
سبکسر	AJ$سبکسر+POS
سبکسیر	AJ$سبکسیر+POS
سبکسیرم	AJ$سبکسیر+POS PRO1SG#POS COP1SG
سبکش	AJ$سبک+POS PRO3SG
سبکشان	AJ$سبک+POS PRO3PL
سبکم	AJ$سبک+POS PRO1SG#POS COP1SG
سبکی	AJ$سبک+POS YEH#POS COP2SG
سبک‌تر	AJ$سبک+COMP
سبک‌ترم	AJ$سبک+COMP COP1SG#COMP PRO1SG
سبیل	AJ$سبیل+POS
سبیلست	AJ$سبیل+POS COP3SG
سبیلش	AJ$سبیل+POS PRO3SG
سبیلم	AJ$سبیل+POS PRO1SG#POS COP1SG
سبیلی	AJ$سبیلی+POS*سبیل+POS YEH#POS COP2SG
ست	AJ$+POS COP3SG
ستاره‌ای	AJ$ستاره‌ای+POS
ستاره‌ایست	AJ$ستاره‌ای+POS COP3SG
ستاره‌ایم	AJ$ستاره‌ای+POS PRO1SG#POS COP1SG
ستاننده	AJ$ستاننده+POS
ستاننده‌ی	AJ$ستاننده+POS EZ#POS COP2SG
ستده	AJ$ستده+POS
سترده	AJ$سترده+POS
سترده‌ایم	AJ$سترده+POS COP1PL
سترون	AJ$سترون+POS
سترونست	AJ$سترون+POS COP3SG
سترونم	AJ$سترون+POS PRO1SG#POS COP1SG
سترونی	AJ$سترون+POS YEH#POS COP2SG
سترگ	AJ$سترگ+POS
سترگی	AJ$سترگ+POS YEH#POS COP2SG
ستم	AJ$+POS COP1SG
ستنبه	AJ$ستنبه+POS
ستند	AJ$+POS COP3PL
سته	AJ$سته+POS
ستهم	AJ$سته+POS PRO1SG
ستوار	AJ$ستوار+POS
ستوده	AJ$ستوده+POS
ستوده‌است	AJ$ستوده+POS COP3SG
ستوده‌اند	AJ$ستوده+POS COP3PL
ستوده‌ای	AJ$ستوده+POS COP2SG
ستوده‌تر	AJ$ستوده+COMP
ستوده‌ترم	AJ$ستوده+COMP COP1SG#COMP PRO1SG
ستوده‌ست	AJ$ستوده+POS COP3SG
ستوده‌ی	AJ$ستوده+POS EZ#POS COP2SG
ستونی	AJ$ستونی+POS
ستی	AJ$+POS COP2SG
ستیر	AJ$ستیر+POS
ستیره	AJ$ستیره+POS
ستیری	AJ$ستیر+POS YEH#POS COP2SG
ستیزنده	AJ$ستیزنده+POS
ستیزنده‌تر	AJ$ستیزنده+COMP
ستیزنده‌ی	AJ$ستیزنده+POS EZ#POS COP2SG
ستیزه‌رو	AJ$ستیزه‌رو+POS
ستیزه‌روتری	AJ$ستیزه‌رو+COMP COP2SG#COMP YEH
ستیزه‌روی	AJ$ستیزه‌رو+POS EZ#POS COP2SG
ستیزه‌رویی	AJ$ستیزه‌رو+POS YEH
ستیزیده	AJ$ستیزیده+POS
ستیم	AJ$+POS COP1PL
سجاده‌نشین	AJ$سجاده‌نشین+POS
سجزی	AJ$سجزی+POS
سحار	AJ$سحار+POS
سحارت	AJ$سحار+POS PRO2SG
سحارش	AJ$سحار+POS PRO3SG
سحاره	AJ$سحاره+POS
سحاره‌ای	AJ$سحاره+POS COP2SG
سحاری	AJ$سحار+POS YEH#POS COP2SG
سحرآمیزی	AJ$سحرآمیز+POS YEH#POS COP2SG
سحرگاهی	AJ$سحرگاهی+POS
سحرگاهیست	AJ$سحرگاهی+POS COP3SG
سحری	AJ$سحری+POS
سحریست	AJ$سحری+POS COP3SG
سحریم	AJ$سحری+POS PRO1SG#POS COP1SG
سحوری	AJ$سحوری+POS
سخاورز	AJ$سخاورز+POS
سخت	AJ$سخت+POS
سختت	AJ$سخت+POS PRO2SG
سختتر	AJ$سخت+COMP
سختتری	AJ$سخت+COMP COP2SG#COMP YEH
سختست	AJ$سخت+POS COP3SG
سختش	AJ$سخت+POS PRO3SG
سختشان	AJ$سخت+POS PRO3PL
سختم	AJ$سخت+POS PRO1SG#POS COP1SG
سختند	AJ$سخت+POS COP3PL
سخته	AJ$سخته+POS
سخته‌ای	AJ$سخته+POS COP2SG
سخته‌ی	AJ$سخته+POS EZ#POS COP2SG
سختی	AJ$سخت+POS YEH#POS COP2SG
سختیست	AJ$سخت+POS YEH COP3SG
سختیم	AJ$سخت+POS COP1PL#POS YEH COP1SG
سختیی	AJ$سخت+POS YEH COP2SG
سخت‌تر	AJ$سخت+COMP
سخت‌تری	AJ$سخت+COMP COP2SG#COMP YEH
سخت‌ترین	AJ$سخت+SUP
