آ	N$آ+SG#
عاطفتی	N$عاطف+SG PRO2SG COP2SG#SG PRO2SG YEH#عاطفت+SG YEH#SG COP2SG#
عاطفه	N$عاطفه+SG#
عاطل	AJ$عاطل+POS#
عاطلست	AJ$عاطل+POS COP3SG#
عاطلی	AJ$عاطل+POS COP2SG#POS YEH#
عافیت	N$عافیت+SG#
عافیتت	N$عافیت+SG PRO2SG#
عافیترا	N$عافیت+SG POSTP#
عافیتش	N$عافیت+SG PRO3SG#
عافیتم	N$عافیت+SG PRO1SG#SG COP1SG#
عافیتی	N$عافیت+SG YEH#SG COP2SG#
عافیت‌ها	N$عافیت+PL#
عاق	AJ$عاق+POS#
عاقب	N$عاقب+SG#
عاقبت	N$عاقب+SG PRO2SG#عاقبت+SG#
عاقبتش	N$عاقبت+SG PRO3SG#
عاقبتشان	N$عاقبت+SG PRO3PL#
عاقبتم	N$عاقب+SG PRO2SG COP1SG#عاقبت+SG PRO1SG#SG COP1SG#
عاقبتند	N$عاقب+SG PRO2SG COP3PL#عاقبت+SG COP3PL#
عاقبتها	N$عاقبت+PL#
عاقبتی	N$عاقب+SG PRO2SG COP2SG#SG PRO2SG YEH#عاقبت+SG YEH#SG COP2SG#
عاقبت‌بین	AJ$عاقبت‌بین+POS#
عاقبت‌بینی	AJ$عاقبت‌بین+POS COP2SG#POS YEH#N$عاقبت‌بینی+SG#
عاقبت‌ها	N$عاقبت+PL#
عاقشان	AJ$عاق+POS PRO3PL#
عاقل	AJ$عاقل+POS#N$عاقل+SG#
عاقلان	N$عاقل+PL#
عاقلانش	N$عاقل+PL PRO3SG#
عاقلانم	N$عاقل+PL COP1SG#PL PRO1SG#
عاقلانه	AJ$عاقلانه+POS#
عاقلانی	N$عاقل+PL YEH#PL COP2SG#
عاقلت	AJ$عاقل+POS PRO2SG#N$عاقل+SG PRO2SG#
عاقلترم	AJ$عاقل+COMP COP1SG#COMP PRO1SG#
عاقلتری	AJ$عاقل+COMP COP2SG#COMP YEH#
عاقلتی	AJ$عاقل+POS PRO2SG COP2SG#POS PRO2SG YEH#N$عاقل+SG PRO2SG COP2SG#SG PRO2SG YEH#
عاقلست	AJ$عاقل+POS COP3SG#N$عاقل+SG COP3SG#
عاقلش	AJ$عاقل+POS PRO3SG#N$عاقل+SG PRO3SG#
عاقلم	AJ$عاقل+POS COP1SG#POS PRO1SG#N$عاقل+SG PRO1SG#SG COP1SG#
عاقلمی	AJ$عاقل+POS PRO1SG COP2SG#POS PRO1SG YEH#N$عاقل+SG PRO1SG COP2SG#SG PRO1SG YEH#
عاقلند	AJ$عاقل+POS COP3PL#N$عاقل+SG COP3PL#
عاقلی	AJ$عاقل+POS COP2SG#POS YEH#N$عاقلی+SG#عاقل+SG YEH#SG COP2SG#
عاقلیست	AJ$عاقل+POS YEH COP3SG#N$عاقلی+SG COP3SG#عاقل+SG YEH COP3SG#
عاقلیم	AJ$عاقل+POS COP1PL#POS YEH COP1SG#N$عاقلی+SG COP1SG#عاقل+SG COP1PL#SG YEH COP1SG#
عاقل‌تر	AJ$عاقل+COMP#
عاقم	AJ$عاق+POS COP1SG#POS PRO1SG#
عاقی	AJ$عاق+POS COP2SG#POS YEH#
عالم	AJ$عالم+POS#N$عالم+SG#
عالمان	N$عالم+PL#
عالمانی	N$عالم+PL YEH#PL COP2SG#
عالمت	AJ$عالم+POS PRO2SG#N$عالم+SG PRO2SG#
عالمست	AJ$عالم+POS COP3SG#N$عالم+SG COP3SG#
عالمش	AJ$عالم+POS PRO3SG#N$عالم+SG PRO3SG#
عالمشان	AJ$عالم+POS PRO3PL#N$عالم+SG PRO3PL#
عالمم	AJ$عالم+POS COP1SG#POS PRO1SG#N$عالم+SG PRO1SG#SG COP1SG#
عالمند	AJ$عالم+POS COP3PL#N$عالم+SG COP3PL#
عالمها	N$عالم+PL#
عالمهاست	N$عالم+PL COP3SG#
عالمی	AJ$عالمی+POS#عالم+POS COP2SG#POS YEH#N$عالمی+SG#عالم+SG YEH#SG COP2SG#
عالمیان	N$عالمی+PL#
عالمیانت	N$عالمی+PL PRO2SG#
عالمیانم	N$عالمی+PL COP1SG#PL PRO1SG#
عالمیست	AJ$عالمی+POS COP3SG#عالم+POS YEH COP3SG#N$عالمی+SG COP3SG#عالم+SG YEH COP3SG#
عالمیم	AJ$عالمی+POS COP1SG#عالم+POS COP1PL#POS YEH COP1SG#N$عالمی+SG COP1SG#عالم+SG COP1PL#SG YEH COP1SG#
عالمین	N$عالمین+SG#
عالم‌آرا	AJ$عالم‌آرا+POS#
عالم‌آرای	AJ$عالم‌آرا+POS EZ#POS COP2SG#
عالم‌آرایش	AJ$عالم‌آرا+POS PRO3SG#
عالم‌آرایی	AJ$عالم‌آرا+POS YEH#
عالم‌افروز	AJ$عالم‌افروز+POS#
عالم‌افروزی	AJ$عالم‌افروز+POS COP2SG#POS YEH#
عالم‌الغیب	N$عالم‌الغیب+SG#
عالم‌ام	AJ$عالم+POS COP1SG#N$عالم+SG COP1SG#
عالم‌اند	AJ$عالم+POS COP3PL#N$عالم+SG COP3PL#
عالم‌تاب	AJ$عالم‌تاب+POS#
عالم‌ها	N$عالم+PL#
عالم‌هاست	N$عالم+PL COP3SG#
عالم‌های	N$عالم+PL COP2SG#PL EZ#
عالم‌گیر	AJ$عالم‌گیر+POS#N$عالم‌گیر+SG#
عالم‌گیرم	AJ$عالم‌گیر+POS COP1SG#POS PRO1SG#N$عالم‌گیر+SG PRO1SG#SG COP1SG#
عالی	AJ$عالی+POS#
عالیتر	AJ$عالی+COMP#
عالیست	AJ$عالی+POS COP3SG#
عالیم	AJ$عالی+POS COP1SG#
عالیه	AJ$عالیه+POS#N$عالیه+SG#
عالیه‌ها	N$عالیه+PL#
عالی‌تر	AJ$عالی+COMP#
عالی‌ترست	AJ$عالی+COMP COP3SG#
عالی‌ترند	AJ$عالی+COMP COP3PL#
عالی‌تری	AJ$عالی+COMP COP2SG#COMP YEH#
عالی‌ترین	AJ$عالی+SUP#
عالی‌جناب	AJ$عالی‌جناب+POS#N$عالی‌جناب+SG#
عالی‌رتبه	AJ$عالی‌رتبه+POS#
عالی‌ست	AJ$عالی+POS COP3SG#
عالی‌همت	AJ$عالی‌همت+POS#
عالی‌همتش	AJ$عالی‌همت+POS PRO3SG#
عالی‌همتی	AJ$عالی‌همت+POS COP2SG#POS YEH#N$عالی‌همتی+SG#
عام	N$عام+SG#
عامان	N$عام+PL#
عامت	N$عام+SG PRO2SG#
عامر	N$عامر+SG#
عامری	N$عامر+SG YEH#SG COP2SG#
عامست	N$عام+SG COP3SG#
عامش	N$عام+SG PRO3SG#
عامل	AJ$عامل+POS#N$عامل+SG#
عاملان	N$عامل+PL#
عاملانش	N$عامل+PL PRO3SG#
عاملت	AJ$عامل+POS PRO2SG#N$عامل+SG PRO2SG#
عاملست	AJ$عامل+POS COP3SG#N$عامل+SG COP3SG#
عاملی	AJ$عامل+POS COP2SG#POS YEH#N$عاملی+SG#عامل+SG YEH#SG COP2SG#
عامم	N$عام+SG PRO1SG#SG COP1SG#
عامند	N$عام+SG COP3PL#
عامه	AJ$عامه+POS#N$عامه+SG#
عامه‌ام	AJ$عامه+POS COP1SG#POS PRO1SG#N$عامه+SG PRO1SG#SG COP1SG#
عامه‌ای	AJ$عامه+POS COP2SG#N$عامه+SG COP2SG#
عامه‌ایم	AJ$عامه+POS COP1PL#N$عامه+SG COP1PL#
عامه‌ی	AJ$عامه+POS EZ#POS COP2SG#N$عامه+SG EZ#SG COP2SG#
عامی	AJ$عامی+POS#N$عام+SG YEH#SG COP2SG#
عامیست	AJ$عامی+POS COP3SG#N$عام+SG YEH COP3SG#
عامیم	AJ$عامی+POS COP1SG#N$عام+SG COP1PL#SG YEH COP1SG#
عانه	N$عانه+SG#
عانه‌ی	N$عانه+SG EZ#SG COP2SG#
عاکف	AJ$عاکف+POS#N$عاکف+SG#
عاکفست	AJ$عاکف+POS COP3SG#N$عاکف+SG COP3SG#
عاید	AJ$عاید+POS#N$عاید+SG#
عایده	AJ$عایده+POS#N$عایده+SG#
عایده‌ست	AJ$عایده+POS COP3SG#N$عایده+SG COP3SG#
عباد	AJ$عباد+POS#N$عبد+PL#عباد+SG#PL#
عبادات	N$عبادت+PL#
عباداتش	N$عبادت+PL PRO3SG#
عباداتیم	N$عبادت+PL COP1PL#PL YEH COP1SG#
عبادان	N$عباد+PL#
عبادت	AJ$عباد+POS PRO2SG#N$عبد+PL PRO2SG#عبادت+SG#عباد+SG PRO2SG#PL PRO2SG#
عبادتش	N$عبادت+SG PRO3SG#
عبادتها	N$عبادت+PL#
عبادتهای	N$عبادت+PL COP2SG#PL EZ#
عبادتی	AJ$عباد+POS PRO2SG COP2SG#POS PRO2SG YEH#N$عبد+PL PRO2SG YEH#PL PRO2SG COP2SG#عبادت+SG YEH#SG COP2SG#عباد+SG PRO2SG COP2SG#PL PRO2SG YEH#SG PRO2SG YEH#PL PRO2SG COP2SG#
عبادش	AJ$عباد+POS PRO3SG#N$عبد+PL PRO3SG#عباد+SG PRO3SG#PL PRO3SG#
عبادی	AJ$عباد+POS COP2SG#POS YEH#N$عبد+PL YEH#PL COP2SG#عباد+SG YEH#PL YEH#PL COP2SG#SG COP2SG#
عبارات	N$عباره+PL#عبارت+PL#عبارات+SG#
عباراتی	N$عباره+PL YEH#PL COP2SG#عبارت+PL YEH#PL COP2SG#عبارات+SG YEH#SG COP2SG#
عبارت	N$عبارت+SG#
عبارتش	N$عبارت+SG PRO3SG#
عبارتشان	N$عبارت+SG PRO3PL#
عبارتهای	N$عبارت+PL COP2SG#PL EZ#
عبارتی	AJ$عبارتی+POS#N$عبارت+SG YEH#SG COP2SG#
عبارت‌ها	N$عبارت+PL#
عباس	N$عباس+SG#
عباست	N$عباس+SG PRO2SG#
عباسش	N$عباس+SG PRO3SG#
عباسند	N$عباس+SG COP3PL#
عباسی	AJ$عباسی+POS#N$عباس+SG YEH#SG COP2SG#
عباس‌اند	N$عباس+SG COP3PL#
عبایی	N$عبایی+SG#
عبث	AJ$عبث+POS#
عبد	N$عبد+SG#
عبدالله	N$عبدالله+SG#
عبده	N$عبده+SG#عابد+PL#
عبدی	N$عبد+SG YEH#SG COP2SG#
عبر	N$عبرت+PL#عبر+SG#
عبران	N$عبر+PL#
عبرانی	AJ$عبرانی+POS#N$عبرانی+SG#عبر+PL YEH#PL COP2SG#
عبرت	N$عبرت+SG#PL PRO2SG#عبر+SG PRO2SG#
عبرتت	N$عبرت+SG PRO2SG#
عبرتست	N$عبرت+PL PRO2SG COP3SG#SG COP3SG#عبر+SG PRO2SG COP3SG#
عبرتم	N$عبرت+PL PRO2SG COP1SG#SG PRO1SG#SG COP1SG#عبر+SG PRO2SG COP1SG#
عبرتی	N$عبرت+SG YEH#PL PRO2SG YEH#SG COP2SG#PL PRO2SG COP2SG#عبر+SG PRO2SG COP2SG#SG PRO2SG YEH#
عبرت‌بین	AJ$عبرت‌بین+POS#
عبرت‌ها	N$عبرت+PL#
عبرت‌هاست	N$عبرت+PL COP3SG#
عبرست	N$عبرت+PL COP3SG#عبر+SG COP3SG#
عبری	N$عبرت+PL YEH#PL COP2SG#عبری+SG#عبر+SG YEH#SG COP2SG#
عبریان	N$عبری+PL#
عبس	N$عبس+SG#
عبهر	N$عبهر+SG#
عبهرت	N$عبهر+SG PRO2SG#
عبهرش	N$عبهر+SG PRO3SG#
عبهرم	N$عبهر+SG PRO1SG#SG COP1SG#
عبهرها	N$عبهر+PL#
عبهری	N$عبهر+SG YEH#SG COP2SG#
عبور	N$عبور+SG#
عبورش	N$عبور+SG PRO3SG#
عبوری	N$عبور+SG YEH#SG COP2SG#
عبوس	AJ$عبوس+POS#N$عبوس+SG#
عبید	N$عبید+SG#عبد+PL#
عبیر	N$عبیر+SG#
عبیرآمیز	AJ$عبیرآمیز+POS#
عبیرافشان	AJ$عبیرافشان+POS#
عبیرافشانش	AJ$عبیرافشان+POS PRO3SG#
عبیرافشانی	AJ$عبیرافشان+POS COP2SG#POS YEH#
عبیرست	N$عبیر+SG COP3SG#
عبیرش	N$عبیر+SG PRO3SG#
عبیرم	N$عبیر+SG PRO1SG#SG COP1SG#
عبیری	N$عبیر+SG YEH#SG COP2SG#
عتاب	N$عتاب+SG#
عتابت	N$عتاب+SG PRO2SG#
عتابست	N$عتاب+SG COP3SG#
عتابش	N$عتاب+SG PRO3SG#
عتابشان	N$عتاب+SG PRO3PL#
عتابم	N$عتاب+SG PRO1SG#SG COP1SG#
عتابها	N$عتاب+PL#
عتابهای	N$عتاب+PL COP2SG#PL EZ#
عتابی	N$عتاب+SG YEH#SG COP2SG#
عتاب‌آمیزتر	AJ$عتاب‌آمیز+COMP#
عتبه	N$عتبه+SG#
عتبه‌اش	N$عتبه+SG PRO3SG#
عترت	N$عترت+SG#
عترتت	N$عترت+SG PRO2SG#
عترتش	N$عترت+SG PRO3SG#
عتیق	AJ$عتیق+POS#
عتیقش	AJ$عتیق+POS PRO3SG#
عتیقی	AJ$عتیق+POS COP2SG#POS YEH#
عثمان	N$عثمان+SG#
عثمانم	N$عثمان+SG PRO1SG#SG COP1SG#
عثمانی	AJ$عثمانی+POS#N$عثمان+SG YEH#SG COP2SG#عثمانی+SG#
عجائب	N$عجیبه+PL#عجائب+SG#
عجایب	N$عجیب+PL#عجیبه+PL#عجایب+SG#
عجایبت	N$عجیب+PL PRO2SG#عجیبه+PL PRO2SG#عجایب+SG PRO2SG#
عجایبست	N$عجیب+PL COP3SG#عجیبه+PL COP3SG#عجایب+SG COP3SG#
عجایبش	N$عجیب+PL PRO3SG#عجیبه+PL PRO3SG#عجایب+SG PRO3SG#
عجایبند	N$عجیب+PL COP3PL#عجیبه+PL COP3PL#عجایب+SG COP3PL#
عجایبها	N$عجایب+PL#
عجایبهای	N$عجایب+PL COP2SG#PL EZ#
عجایبی	N$عجیب+PL YEH#PL COP2SG#عجیبه+PL YEH#PL COP2SG#عجایب+SG YEH#SG COP2SG#
عجایب‌ها	N$عجایب+PL#
عجایب‌های	N$عجایب+PL COP2SG#PL EZ#
عجب	AJ$عجب+POS#N$عجب+SG#
عجبت	AJ$عجب+POS PRO2SG#N$عجب+SG PRO2SG#
عجبتر	AJ$عجب+COMP#
عجبتری	AJ$عجب+COMP COP2SG#COMP YEH#
عجبتریم	AJ$عجب+COMP COP1PL#COMP YEH COP1SG#
عجبترین	AJ$عجب+SUP#
عجبست	AJ$عجب+POS COP3SG#N$عجب+SG COP3SG#
عجبش	AJ$عجب+POS PRO3SG#N$عجب+SG PRO3SG#
عجبم	AJ$عجب+POS COP1SG#POS PRO1SG#N$عجب+SG PRO1SG#SG COP1SG#
عجبند	AJ$عجب+POS COP3PL#N$عجب+SG COP3PL#
عجبها	N$عجب+PL#
عجبهای	N$عجب+PL COP2SG#PL EZ#
عجبی	AJ$عجب+POS COP2SG#POS YEH#N$عجب+SG YEH#SG COP2SG#
عجب‌تر	AJ$عجب+COMP#
عجب‌ست	AJ$عجب+POS COP3SG#N$عجب+SG COP3SG#
عجب‌های	N$عجب+PL COP2SG#PL EZ#
عجز	N$عجز+SG#
عجزست	N$عجز+SG COP3SG#
عجزش	N$عجز+SG PRO3SG#
عجزم	N$عجز+SG PRO1SG#SG COP1SG#
عجزند	N$عجز+SG COP3PL#
عجزها	N$عجز+PL#
عجزی	N$عجز+SG YEH#SG COP2SG#
عجزیم	N$عجز+SG COP1PL#SG YEH COP1SG#
عجم	N$عجم+SG#
عجمت	N$عجم+SG PRO2SG#عجمت+SG#
عجمست	N$عجم+SG COP3SG#
عجمش	N$عجم+SG PRO3SG#
عجمی	AJ$عجمی+POS#N$عجم+SG YEH#SG COP2SG#
عجمیست	AJ$عجمی+POS COP3SG#N$عجم+SG YEH COP3SG#
عجوز	N$عجوز+SG#
عجوزان	N$عجوز+PL#
عجوزه	N$عجوزه+SG#
عجوزه‌ای	N$عجوزه+SG COP2SG#
عجوزه‌ی	N$عجوزه+SG EZ#SG COP2SG#
عجوزی	N$عجوز+SG YEH#SG COP2SG#
عجول	AJ$عجول+POS#
عجولم	AJ$عجول+POS COP1SG#POS PRO1SG#
عجیب	AJ$عجیب+POS#N$عجیب+SG#
عجیبش	AJ$عجیب+POS PRO3SG#N$عجیب+SG PRO3SG#
عجیبی	AJ$عجیب+POS COP2SG#POS YEH#N$عجیب+SG YEH#SG COP2SG#
عجیب‌ست	AJ$عجیب+POS COP3SG#N$عجیب+SG COP3SG#
عجین	AJ$عجین+POS#N$عجین+SG#
عجینست	AJ$عجین+POS COP3SG#N$عجین+SG COP3SG#
عجینی	AJ$عجین+POS COP2SG#POS YEH#N$عجین+SG YEH#SG COP2SG#
عدات	N$عده+PL#
عداتی	N$عده+PL YEH#PL COP2SG#
عداد	N$عداد+SG#عدد+PL#
عدالت	N$عدالت+SG#
عدالتش	N$عدالت+SG PRO3SG#
عداوت	N$عداوت+SG#
عداوتم	N$عداوت+SG PRO1SG#SG COP1SG#
عداوتها	N$عداوت+PL#
عداوتی	N$عداوت+SG YEH#SG COP2SG#
عدت	N$عدت+SG#
عدتم	N$عدت+SG PRO1SG#SG COP1SG#
عدد	N$عدد+SG#
عددی	AJ$عددی+POS#N$عدد+SG YEH#SG COP2SG#
عددیست	AJ$عددی+POS COP3SG#N$عدد+SG YEH COP3SG#
عدس	N$عدس+SG#
عدسی	AJ$عدسی+POS#N$عدس+SG YEH#SG COP2SG#عدسی+SG#
عدل	AJ$عدل+POS#N$عدل+SG#
عدلت	AJ$عدل+POS PRO2SG#N$عدل+SG PRO2SG#
عدلتم	AJ$عدل+POS PRO2SG COP1SG#N$عدل+SG PRO2SG COP1SG#
عدلست	AJ$عدل+POS COP3SG#N$عدل+SG COP3SG#
عدلش	AJ$عدل+POS PRO3SG#N$عدل+SG PRO3SG#
عدلشان	AJ$عدل+POS PRO3PL#N$عدل+SG PRO3PL#
عدلم	AJ$عدل+POS COP1SG#POS PRO1SG#N$عدل+SG PRO1SG#SG COP1SG#
عدلند	AJ$عدل+POS COP3PL#N$عدل+SG COP3PL#
عدلها	N$عدل+PL#
عدلی	AJ$عدل+POS COP2SG#POS YEH#N$عدل+SG YEH#SG COP2SG#
عدل‌اند	AJ$عدل+POS COP3PL#N$عدل+SG COP3PL#
عدل‌شان	AJ$عدل+POS PRO3PL#N$عدل+SG PRO3PL#
عدل‌ها	N$عدل+PL#
عدل‌های	N$عدل+PL COP2SG#PL EZ#
عدل‌پرور	AJ$عدل‌پرور+POS#
عدل‌پروری	AJ$عدل‌پرور+POS COP2SG#POS YEH#
عدم	N$عدم+SG#
عدمت	N$عدم+SG PRO2SG#
عدمست	N$عدم+SG COP3SG#
عدمش	N$عدم+SG PRO3SG#
عدمم	N$عدم+SG PRO1SG#SG COP1SG#
عدمند	N$عدم+SG COP3PL#
عدمها	N$عدم+PL#
عدمهایم	N$عدم+PL COP1PL#PL PRO1SG#
عدمهاییم	N$عدم+PL YEH COP1SG#
عدمی	N$عدم+SG YEH#SG COP2SG#
عدمیم	N$عدم+SG COP1PL#SG YEH COP1SG#
عدم‌ست	N$عدم+SG COP3SG#
عدم‌ها	N$عدم+PL#
عدن	N$عدن+SG#
عدنان	N$عدن+PL#
عدنانی	N$عدن+PL YEH#PL COP2SG#
عدنست	N$عدن+SG COP3SG#
عدنم	N$عدن+SG PRO1SG#SG COP1SG#
عدنی	N$عدن+SG YEH#SG COP2SG#
عده	N$عده+SG#
عده‌ی	N$عده+SG EZ#SG COP2SG#
عدو	N$عدو+SG#
عدوان	N$عدو+PL#عدوان+SG#
عدوست	N$عدو+SG COP3SG#
عدول	N$عدول+SG#
عدولی	N$عدول+SG YEH#SG COP2SG#
عدوم	N$عدو+SG COP1SG#
عدوی	N$عدو+SG EZ#SG COP2SG#
عدویت	N$عدو+SG PRO2SG#
عدویش	N$عدو+SG PRO3SG#
عدویی	N$عدو+SG YEH#
عدویی‌ست	N$عدو+SG YEH COP3SG#
عدیل	AJ$عدیل+POS#N$عدیل+SG#
عدیلی	AJ$عدیل+POS COP2SG#POS YEH#N$عدیل+SG YEH#SG COP2SG#
عدیم	AJ$عدیم+POS#N$عدیم+SG#
عذاب	N$عذاب+SG#
عذابت	N$عذاب+SG PRO2SG#
عذابست	N$عذاب+SG COP3SG#
عذابش	N$عذاب+SG PRO3SG#
عذابشان	N$عذاب+SG PRO3PL#
عذابم	N$عذاب+SG PRO1SG#SG COP1SG#
عذابند	N$عذاب+SG COP3PL#
عذابها	N$عذاب+PL#
عذابی	N$عذاب+SG YEH#SG COP2SG#
عذابیست	N$عذاب+SG YEH COP3SG#
عذابیم	N$عذاب+SG COP1PL#SG YEH COP1SG#
عذار	N$عذار+SG#
عذاران	N$عذار+PL#
عذارت	N$عذار+SG PRO2SG#
عذارست	N$عذار+SG COP3SG#
عذارش	N$عذار+SG PRO3SG#
عذارم	N$عذار+SG PRO1SG#SG COP1SG#
عذاری	N$عذار+SG YEH#SG COP2SG#
عذارید	N$عذار+SG COP2PL#
عذب	AJ$عذب+POS#
عذبم	AJ$عذب+POS COP1SG#POS PRO1SG#
عذر	N$عذر+SG#
عذرا	N$عذرا+SG#
عذرائی	N$عذرا+SG YEH#
عذراست	N$عذرا+SG COP3SG#
عذران	N$عذر+PL#
عذرای	N$عذرا+SG EZ#SG COP2SG#
عذرایی	N$عذرا+SG YEH#
عذرت	AJ$عذرت+POS#N$عذر+SG PRO2SG#
عذرتان	N$عذر+SG PRO2PL#
عذرخواه	AJ$عذرخواه+POS#
عذرخواهی	N$عذرخواهی+SG#
عذرخواه‌ات	AJ$عذرخواه+POS PRO2SG#
عذرست	N$عذر+SG COP3SG#
عذرش	N$عذر+SG PRO3SG#
عذرشان	N$عذر+SG PRO3PL#
عذرم	N$عذر+SG PRO1SG#SG COP1SG#
عذرها	N$عذر+PL#
عذرهائی	N$عذر+PL YEH#
عذرهای	N$عذر+PL COP2SG#PL EZ#
عذرهایی	N$عذر+PL YEH#
عذرپذیر	AJ$عذرپذیر+POS#
عذرپذیرست	AJ$عذرپذیر+POS COP3SG#
عذری	N$عذر+SG YEH#SG COP2SG#
عذریست	N$عذر+SG YEH COP3SG#
عذریم	N$عذر+SG COP1PL#SG YEH COP1SG#
عذری‌ست	N$عذر+SG YEH COP3SG#
عذوبت	AJ$عذوبت+POS#
عراق	N$عراق+SG#
عراقت	N$عراق+SG PRO2SG#
عراقست	N$عراق+SG COP3SG#
عراقش	N$عراق+SG PRO3SG#
عراقم	N$عراق+SG PRO1SG#SG COP1SG#
عراقی	N$عراق+SG YEH#SG COP2SG#
عراقیست	N$عراق+SG YEH COP3SG#
عراقیم	N$عراق+SG COP1PL#SG YEH COP1SG#
عرب	AJ$عرب+POS#N$عرب+SG#
عربان	N$عرب+PL#
عربده	N$عربده+SG#
عربده‌اش	N$عربده+SG PRO3SG#
عربده‌ای	N$عربده+SG COP2SG#
عربده‌ایم	N$عربده+SG COP1PL#
عربده‌جو	AJ$عربده‌جو+POS#N$عربده‌جو+SG#
عربده‌جویی	AJ$عربده‌جو+POS YEH#N$عربده‌جویی+SG#عربده‌جو+SG YEH#
عربده‌ست	N$عربده+SG COP3SG#
عربده‌ها	N$عربده+PL#
عربده‌های	N$عربده+PL COP2SG#PL EZ#
عربده‌ی	N$عربده+SG EZ#SG COP2SG#
عربست	AJ$عرب+POS COP3SG#N$عرب+SG COP3SG#
عربش	AJ$عرب+POS PRO3SG#N$عرب+SG PRO3SG#
عربی	AJ$عرب+POS COP2SG#POS YEH#عربی+POS#N$عرب+SG YEH#SG COP2SG#عربی+SG#
عربیست	AJ$عرب+POS YEH COP3SG#عربی+POS COP3SG#N$عرب+SG YEH COP3SG#عربی+SG COP3SG#
عربی‌ست	AJ$عرب+POS YEH COP3SG#عربی+POS COP3SG#N$عرب+SG YEH COP3SG#عربی+SG COP3SG#
عرش	N$عرش+SG#
عرشت	N$عرش+SG PRO2SG#
عرشست	N$عرش+SG COP3SG#
عرشش	N$عرش+SG PRO3SG#
عرشم	N$عرش+SG PRO1SG#SG COP1SG#
عرشند	N$عرش+SG COP3PL#
عرشه‌ی	N$عرشه+SG EZ#SG COP2SG#
عرشی	AJ$عرشی+POS#N$عرش+SG YEH#SG COP2SG#عرشی+SG#
عرشیان	N$عرشی+PL#
عرشیست	AJ$عرشی+POS COP3SG#N$عرش+SG YEH COP3SG#عرشی+SG COP3SG#
عرشیم	AJ$عرشی+POS COP1SG#N$عرش+SG COP1PL#SG YEH COP1SG#عرشی+SG COP1SG#
عرشیند	AJ$عرشی+POS COP3PL#N$عرش+SG YEH COP3PL#عرشی+SG COP3PL#
عرشییم	AJ$عرشی+POS COP1PL#POS PRO1SG#N$عرش+SG YEH COP1PL#عرشی+SG COP1PL#SG PRO1SG#
عرشی‌اند	AJ$عرشی+POS COP3PL#N$عرش+SG YEH COP3PL#عرشی+SG COP3PL#
عرصات	N$عرصه+PL#عرصات+SG#
عرصاتم	N$عرصه+PL COP1SG#PL PRO1SG#عرصات+SG PRO1SG#SG COP1SG#
عرصه	N$عرصه+SG#
عرصه‌ات	N$عرصه+SG PRO2SG#
عرصه‌ای	N$عرصه+SG COP2SG#
عرصه‌های	N$عرصه+PL COP2SG#PL EZ#
عرصه‌ی	N$عرصه+SG EZ#SG COP2SG#
عرض	N$عرض+SG#
عرضت	N$عرض+SG PRO2SG#
عرضست	N$عرض+SG COP3SG#
عرضش	N$عرض+SG PRO3SG#
عرضم	N$عرض+SG PRO1SG#SG COP1SG#
عرضند	N$عرض+SG COP3PL#
عرضه	N$عرضه+SG#
عرضها	N$عرض+PL#
عرضهای	N$عرض+PL COP2SG#PL EZ#
عرضه‌ای	N$عرضه+SG COP2SG#
عرضه‌ی	N$عرضه+SG EZ#SG COP2SG#
عرضی	AJ$عرضی+POS#N$عرض+SG YEH#SG COP2SG#
عرضی‌ست	AJ$عرضی+POS COP3SG#N$عرض+SG YEH COP3SG#
عرعر	N$عرعر+SG#
عرعران	N$عرعر+PL#
عرعرش	N$عرعر+SG PRO3SG#
عرعرم	N$عرعر+SG PRO1SG#SG COP1SG#
عرعرند	N$عرعر+SG COP3PL#
عرعرها	N$عرعر+PL#
عرعری	N$عرعر+SG YEH#SG COP2SG#
عرعریم	N$عرعر+SG COP1PL#SG YEH COP1SG#
عرف	AJ$عرف+POS#
عرفا	N$عارف+PL#
عرفات	N$عرفه+PL#عرفات+SG#
عرفاتست	N$عرفه+PL COP3SG#عرفات+SG COP3SG#
عرفاتم	N$عرفه+PL COP1SG#PL PRO1SG#عرفات+SG PRO1SG#SG COP1SG#
عرفان	N$عرفان+SG#
عرفانش	N$عرفان+SG PRO3SG#
عرفه	N$عرفه+SG#
عرفه‌ی	N$عرفه+SG EZ#SG COP2SG#
عرفی	AJ$عرف+POS COP2SG#POS YEH#عرفی+POS#
عرق	N$عرق+SG#
عرقان	N$عرق+PL#
عرقت	N$عرق+SG PRO2SG#
عرقست	N$عرق+SG COP3SG#
عرقش	N$عرق+SG PRO3SG#
عرقشان	N$عرق+SG PRO3PL#
عرقم	N$عرق+SG PRO1SG#SG COP1SG#
عرقه	N$عرقه+SG#
عرقها	N$عرق+PL#
عرقهای	N$عرق+PL COP2SG#PL EZ#
عرقی	N$عرق+SG YEH#SG COP2SG#
عرق‌اند	N$عرق+SG COP3PL#
عرق‌ریز	AJ$عرق‌ریز+POS#
عرق‌ها	N$عرق+PL#
عروس	N$عروس+SG#
عروسان	N$عروس+PL#
عروسانش	N$عروس+PL PRO3SG#
عروسانند	N$عروس+PL COP3PL#
عروسانی	N$عروس+PL YEH#PL COP2SG#
عروست	N$عروس+SG PRO2SG#
عروسست	N$عروس+SG COP3SG#
عروسش	N$عروس+SG PRO3SG#
عروسم	N$عروس+SG PRO1SG#SG COP1SG#
